param_type,width_multiplier,step,rng_seed,conv_layers.0,conv_layers.1,conv_layers.2,logits
muP_SSM,8,1,851885,0.091120735,0.029726675,0.012489537,0.034097735
muP_SSM,8,10,851885,0.093367934,0.04153301,0.020410903,0.09233784
muP_SSM,8,100,851885,0.21474585,1.056046,3.759766,75.86373
muP_SSM,8,1,433942,0.08787207,0.02709089,0.012218774,0.009057645
muP_SSM,8,10,433942,0.090020746,0.037899464,0.018180383,0.06379686
muP_SSM,8,100,433942,0.19375712,1.3668789,5.4027624,104.886955
muP_SSM,8,1,209743,0.09503889,0.026285682,0.012006323,0.014336741
muP_SSM,8,10,209743,0.09731746,0.041208986,0.019973285,0.07490163
muP_SSM,8,100,209743,0.19725655,1.0162379,3.957038,79.35498
muP_SSM,8,1,10368,0.11286249,0.035799846,0.014302267,0.032199077
muP_SSM,8,10,10368,0.11800661,0.050397236,0.024952233,0.10300423
muP_SSM,8,100,10368,0.32204413,1.7458757,8.75288,175.67206
muP_SSM,8,1,203110,0.11111698,0.034457356,0.014297551,0.007830691
muP_SSM,8,10,203110,0.11505226,0.05042096,0.023874372,0.057548873
muP_SSM,8,100,203110,0.30787423,1.9866923,8.489641,169.0991
muP_SSM,8,1,611666,0.10655494,0.035101674,0.013528774,0.0023456868
muP_SSM,8,10,611666,0.10969977,0.04542173,0.019259565,0.06014141
muP_SSM,8,100,611666,0.2720092,1.6556617,5.9568644,115.73468
muP_SSM,8,1,97320,0.103648126,0.033224244,0.013394792,0.014716044
muP_SSM,8,10,97320,0.10588258,0.045072183,0.021312056,0.07626153
muP_SSM,8,100,97320,0.24440156,1.3367848,5.5453825,110.830124
muP_SSM,8,1,80432,0.101898775,0.03312656,0.012227863,0.0032496
muP_SSM,8,10,80432,0.10501817,0.045937996,0.020349393,0.066739015
muP_SSM,8,100,80432,0.2698895,1.3913162,5.926647,113.85545
muP_SSM,8,1,422947,0.112874806,0.03408559,0.012050917,0.017774105
muP_SSM,8,10,422947,0.11630762,0.048924908,0.021155901,0.047813904
muP_SSM,8,100,422947,0.27590686,1.7911875,8.241145,162.69292
muP_SSM,8,1,618956,0.09792462,0.031461697,0.01230412,0.00038721133
muP_SSM,8,10,618956,0.100719295,0.04199197,0.01967699,0.060369667
muP_SSM,8,100,618956,0.23435384,1.2722039,5.2426405,102.18593
muP_SSM,16,1,851885,0.08993808,0.029118922,0.009782698,0.025024647
muP_SSM,16,10,851885,0.09235959,0.04025285,0.016812425,0.0784806
muP_SSM,16,100,851885,0.20885207,1.3973553,5.7969694,112.66026
muP_SSM,16,1,433942,0.08932746,0.027304936,0.009218754,0.0088651255
muP_SSM,16,10,433942,0.091208264,0.03826731,0.016206797,0.060214844
muP_SSM,16,100,433942,0.19238195,1.2653639,5.20053,102.02643
muP_SSM,16,1,209743,0.09342359,0.027362658,0.009258594,0.010641784
muP_SSM,16,10,209743,0.09544274,0.040576518,0.017117176,0.06420912
muP_SSM,16,100,209743,0.19787064,1.1912701,4.8203106,95.68408
muP_SSM,16,1,10368,0.11357947,0.03535763,0.011005447,0.025632937
muP_SSM,16,10,10368,0.11692471,0.05217756,0.020782474,0.0910692
