param_type,width_multiplier,step,rng_seed,layers.0,layers.1,logits
muP_3,64,1,998391,0.06697656,0.03945036,0.051547244
muP_3,64,10,998391,0.51189613,0.3007937,0.41274643
muP_3,64,100,998391,0.7617903,0.5373045,1.1957513
muP_3,128,1,190996,0.15343858,0.08960921,0.11811722
muP_3,128,10,190996,0.8467195,0.44880715,0.6012269
muP_3,128,100,190996,0.83394647,0.559222,1.2692463
muP_3,128,1,24252,0.09172046,0.055212155,0.07227724
muP_3,128,10,24252,0.6514607,0.3696015,0.51018256
muP_3,128,100,24252,0.83073294,0.5723113,1.3095744
muP_3,128,1,832162,0.10367346,0.06327879,0.08539981
muP_3,128,10,832162,0.7171805,0.40300953,0.5711366
muP_3,128,100,832162,0.83444977,0.5886814,1.3641158
muP_3,128,1,672165,0.14776969,0.08747463,0.11478156
muP_3,128,10,672165,0.8357072,0.43523303,0.6053005
muP_3,128,100,672165,0.77513885,0.55121255,1.3038832
muP_3,128,1,274641,0.110494494,0.06510731,0.08562552
muP_3,128,10,274641,0.7221102,0.39729077,0.5437121
muP_3,128,100,274641,0.79651976,0.5585118,1.2839054
muP_3,128,1,527917,0.093163125,0.054441907,0.06885109
muP_3,128,10,527917,0.6608114,0.36991513,0.48564565
muP_3,128,100,527917,0.79736817,0.5430918,1.2038193
muP_3,128,1,212386,0.07665232,0.04604397,0.060478456
muP_3,128,10,212386,0.57343614,0.32838833,0.4633557
muP_3,128,100,212386,0.80558145,0.54968464,1.2613841
muP_3,128,1,149552,0.1211116,0.07247453,0.09191418
muP_3,128,10,149552,0.769289,0.42234594,0.54815286
muP_3,128,100,149552,0.7978655,0.5764768,1.300754
muP_3,128,1,603113,0.07107939,0.042017464,0.057005666
muP_3,128,10,603113,0.5498701,0.31677657,0.45142603
