param_type,width_multiplier,step,rng_seed,conv_layers.0,conv_layers.1,conv_layers.2,logits
muP_SSM,32,1,501950,0.096500434,0.028819142,0.008862149,0.0063939984
muP_SSM,32,10,501950,0.098759726,0.041936465,0.017902097,0.06276815
muP_SSM,32,100,501950,0.22543813,1.4476947,6.5778446,132.25052
muP_SSM,32,1,729293,0.10512872,0.030265657,0.0089389095,0.014379049
muP_SSM,32,10,729293,0.10797829,0.046135988,0.01934624,0.07523485
muP_SSM,32,100,729293,0.23550914,1.486883,6.1787944,121.66274
muP_SSM,32,1,830064,0.0914533,0.025287472,0.007868916,0.0062997215
muP_SSM,32,10,830064,0.093995795,0.038618855,0.016450223,0.044610526
muP_SSM,32,100,830064,0.20756124,1.0882534,4.6230545,91.74804
muP_SSM,32,1,433236,0.10658151,0.032084852,0.009284662,0.005520321
muP_SSM,32,10,433236,0.10969989,0.045962717,0.017939413,0.05559817
muP_SSM,32,100,433236,0.2635184,1.5532004,5.802918,114.31891
muP_SSM,32,1,154621,0.10954803,0.032472305,0.0100217555,0.022165565
muP_SSM,32,10,154621,0.11295646,0.04933844,0.020676848,0.08969125
muP_SSM,32,100,154621,0.259946,1.4979818,6.335559,124.900406
muP_SSM,64,1,100404,0.10232003,0.030030595,0.0083736805,0.0014637639
muP_SSM,64,10,100404,0.1055309,0.044899024,0.018303428,0.058785185
muP_SSM,64,100,100404,0.24827838,1.44735,5.7842646,114.501724
muP_SSM,64,1,681526,0.12225686,0.03959255,0.0113621205,0.010728249
muP_SSM,64,10,681526,0.12708174,0.055480655,0.022184614,0.07815212
muP_SSM,64,100,681526,0.3582763,2.1874225,9.80319,192.91438
muP_SSM,64,1,323688,0.11689768,0.035717644,0.009687254,0.013986606
muP_SSM,64,10,323688,0.12056103,0.049369413,0.019285709,0.07863063
muP_SSM,64,100,323688,0.31733018,1.7694557,7.0437536,140.0601
muP_SSM,64,1,326432,0.09852285,0.028846594,0.008494745,0.0034964946
muP_SSM,64,10,326432,0.101405784,0.043063723,0.01776989,0.052915893
muP_SSM,64,100,326432,0.24061836,1.6046755,6.520281,128.08621
muP_SSM,64,1,847974,0.103432514,0.030045362,0.008454002,0.003915785
muP_SSM,64,10,847974,0.10610876,0.04410881,0.01804434,0.054327454
muP_SSM,64,100,847974,0.24308129,1.5140356,6.516819,129.57661
muP_SSM,64,1,501950,0.096685834,0.02828393,0.008071583,0.0070433356
muP_SSM,64,10,501950,0.09918364,0.042023007,0.018002309,0.06421186
muP_SSM,64,100,501950,0.22668184,1.4129086,6.0842066,121.73288
muP_SSM,64,1,729293,0.10057772,0.028254712,0.0076639573,0.009720736
muP_SSM,64,10,729293,0.10311146,0.042655677,0.016931407,0.06634097
muP_SSM,64,100,729293,0.22912727,1.4186851,5.8090534,114.72039
muP_SSM,64,1,830064,0.09405562,0.026641134,0.0075682458,0.004412756
muP_SSM,64,10,830064,0.096003026,0.038975228,0.01600318,0.046402585
muP_SSM,64,100,830064,0.21156625,1.2724626,5.320918,104.82839
muP_SSM,64,1,433236,0.10694316,0.03142115,0.008942859,0.0016808878
muP_SSM,64,10,433236,0.10995924,0.04576144,0.018365024,0.061853655
muP_SSM,64,100,433236,0.26709473,1.5853498,6.374468,127.05711
muP_SSM,64,1,154621,0.10805392,0.03252552,0.009353245,0.015237189
muP_SSM,64,10,154621,0.11089813,0.047588475,0.019716172,0.08058528
muP_SSM,64,100,154621,0.2593157,1.5900642,6.7267013,134.80643
muP_3,1,1,100404,0.13953032,0.07410858,0.03204328,0.03617957
muP_3,1,10,100404,0.14737144,0.11648351,0.053646877,0.08134626
muP_3,1,100,100404,0.3373121,2.823933,6.3022842,112.594734
muP_3,1,1,681526,0.11281568,0.044353087,0.031427532,0.07253426
muP_3,1,10,681526,0.11638501,0.04888584,0.042955995,0.16071829
muP_3,1,100,681526,0.40119037,1.1385893,2.3902292,51.455894
muP_3,1,1,323688,0.14739084,0.034954324,0.032652125,0.08519133
muP_3,1,10,323688,0.15170202,0.045982417,0.037776396,0.15829599
muP_3,1,100,323688,0.38865793,1.3685298,3.3795078,59.87059
muP_3,1,1,326432,0.0920725,0.033941388,0.035350516,0.08348054
muP_3,1,10,326432,0.09554514,0.044170547,0.03667355,0.0011107549
muP_3,1,100,326432,0.23558606,1.670513,6.2172246,125.35708
muP_3,1,1,847974,0.092101835,0.04635031,0.026699059,0.033316743
muP_3,1,10,847974,0.09666269,0.060129885,0.036450483,0.050127763
muP_3,1,100,847974,0.22859684,1.392937,6.9990406,135.48407
muP_3,1,1,501950,0.1301616,0.040613722,0.038690377,0.049632885
muP_3,1,10,501950,0.13614446,0.07507506,0.058093734,0.19443376
muP_3,1,100,501950,0.28454944,2.3159885,16.806162,359.63278
muP_3,1,1,729293,0.07999938,0.042938486,0.021051195,0.05383928
muP_3,1,10,729293,0.08081997,0.043692343,0.03319798,0.13093436
muP_3,1,100,729293,0.16981073,0.9593997,3.722965,78.78782
muP_3,1,1,830064,0.10000072,0.032007508,0.028738592,0.09487642
muP_3,1,10,830064,0.10294404,0.04519951,0.032344606,0.020993248
muP_3,1,100,830064,0.21000025,1.2153081,6.3315907,121.29071
muP_3,1,1,433236,0.07246685,0.031960588,0.029274993,0.037858658
muP_3,1,10,433236,0.07667254,0.03938717,0.035375617,0.037490863
muP_3,1,100,433236,0.2260195,1.4711891,5.1674795,96.63402
muP_3,1,1,154621,0.12979314,0.05161821,0.04067398,0.14589584
muP_3,1,10,154621,0.13584371,0.07802659,0.065403596,0.2966795
muP_3,1,100,154621,0.30210915,2.1569867,13.758561,283.60098
muP_3,2,1,100404,0.11670975,0.041588362,0.023593461,0.01838914
muP_3,2,10,100404,0.12208408,0.061904583,0.038911574,0.069488905
muP_3,2,100,100404,0.28995222,1.6359751,6.609749,133.83754
muP_3,2,1,681526,0.123870976,0.04954256,0.02427715,0.052516446
muP_3,2,10,681526,0.12790641,0.06499589,0.037717473,0.14094995
muP_3,2,100,681526,0.34749058,1.9379346,6.9191294,135.29689
muP_3,2,1,323688,0.13517424,0.038519178,0.025748875,0.075018525
muP_3,2,10,323688,0.13894522,0.055200484,0.036944367,0.15905601
muP_3,2,100,323688,0.37225175,2.2827647,6.4936876,125.069046
muP_3,2,1,326432,0.083527505,0.03530094,0.024659706,0.037077982
muP_3,2,10,326432,0.08754913,0.05047198,0.033914026,0.044312444
muP_3,2,100,326432,0.23443203,1.3772013,5.653619,113.1638
muP_3,2,1,847974,0.09914151,0.043350227,0.022230001,0.0138871
muP_3,2,10,847974,0.10387284,0.06070822,0.037580125,0.08478978
muP_3,2,100,847974,0.2488336,1.5489655,9.050394,184.78218
muP_3,2,1,501950,0.10806753,0.03371464,0.025505556,0.0166655
muP_3,2,10,501950,0.11091879,0.04593506,0.035329036,0.1005093
muP_3,2,100,501950,0.22001447,1.5458773,9.739425,201.00711
muP_3,2,1,729293,0.0980507,0.032497484,0.021845872,0.0354571
muP_3,2,10,729293,0.098686375,0.04455433,0.027745299,0.113956586
muP_3,2,100,729293,0.18791658,1.619619,4.7407174,95.24428
muP_3,2,1,830064,0.08033471,0.029543785,0.02346763,0.056455996
muP_3,2,10,830064,0.08115936,0.034788877,0.025796698,0.0053138584
muP_3,2,100,830064,0.19014025,0.47341925,1.5402493,28.843119
muP_3,2,1,433236,0.10605909,0.039946992,0.022225492,0.020918753
muP_3,2,10,433236,0.10856574,0.05369066,0.03225129,0.06322026
muP_3,2,100,433236,0.2946528,2.3222055,10.425726,205.56427
muP_3,2,1,154621,0.13103685,0.043047927,0.021379452,0.08132006
muP_3,2,10,154621,0.13579524,0.053702537,0.03059556,0.17128415
muP_3,2,100,154621,0.28831452,1.4548403,7.913601,153.77443
muP_3,4,1,100404,0.12005941,0.029150112,0.017729037,0.021091267
muP_3,4,10,100404,0.122055985,0.04574468,0.025977504,0.04616658
muP_3,4,100,100404,0.2603962,1.4380163,4.855449,97.867584
muP_3,4,1,681526,0.11861877,0.03244977,0.016283877,0.033686962
muP_3,4,10,681526,0.122083254,0.04418237,0.023106974,0.09569562
muP_3,4,100,681526,0.33931217,1.8511678,5.854214,117.70962
muP_3,4,1,323688,0.121353105,0.040130164,0.019371241,0.04173283
muP_3,4,10,323688,0.124263994,0.057213925,0.028293777,0.11457306
muP_3,4,100,323688,0.33688214,2.002554,7.0261993,138.67542
muP_3,4,1,326432,0.089640275,0.029985508,0.014391363,0.031450145
muP_3,4,10,326432,0.09119183,0.039595116,0.021870686,0.02711374
muP_3,4,100,326432,0.22744706,1.7364706,7.4504046,145.18507
muP_3,4,1,847974,0.09804945,0.03830494,0.016657732,0.019306054
muP_3,4,10,847974,0.101394415,0.05585242,0.026330901,0.05350583
muP_3,4,100,847974,0.23633286,1.8989071,8.32436,167.77339
muP_3,4,1,501950,0.10061157,0.030514345,0.01725959,0.012612132
muP_3,4,10,501950,0.102731176,0.043356355,0.023482313,0.077341296
muP_3,4,100,501950,0.22735958,1.5270656,8.448441,172.26682
muP_3,4,1,729293,0.0920923,0.026079865,0.015640864,0.026695693
muP_3,4,10,729293,0.09405623,0.036985323,0.021621864,0.08779697
muP_3,4,100,729293,0.20204583,1.0844696,3.3967118,67.70474
muP_3,4,1,830064,0.079036325,0.027884742,0.019243376,0.022784067
muP_3,4,10,830064,0.08107154,0.039027292,0.024292145,0.042743556
muP_3,4,100,830064,0.19420534,1.16914,4.9062376,99.12145
muP_3,4,1,433236,0.10526349,0.034656268,0.017433472,0.01908699
muP_3,4,10,433236,0.10655573,0.046214897,0.026085466,0.05360941
muP_3,4,100,433236,0.23244554,1.4309778,5.7561307,115.9243
muP_3,4,1,154621,0.11389181,0.03575035,0.016960304,0.053570554
muP_3,4,10,154621,0.118663155,0.056564786,0.028684622,0.13812324
muP_3,4,100,154621,0.25957575,1.8909014,9.16353,186.38907
muP_3,8,1,100404,0.11219928,0.031816695,0.0153496545,0.009041887
muP_3,8,10,100404,0.115328744,0.049245358,0.02529011,0.05988658
muP_3,8,100,100404,0.25334495,1.5685984,5.484239,108.03223
muP_3,8,1,681526,0.13234429,0.04130979,0.015896909,0.029370658
muP_3,8,10,681526,0.13599077,0.057728115,0.027329953,0.10538976
muP_3,8,100,681526,0.35738033,1.9783711,7.9743843,161.3181
muP_3,8,1,323688,0.1196791,0.036467575,0.013816015,0.035518453
muP_3,8,10,323688,0.12302014,0.050592024,0.022467269,0.10174881
muP_3,8,100,323688,0.310275,1.6927292,7.0118365,137.04912
muP_3,8,1,326432,0.09893831,0.02764738,0.011794284,0.02735568
muP_3,8,10,326432,0.10089744,0.03588144,0.017152892,0.024166819
muP_3,8,100,326432,0.2373558,1.4391165,6.7356386,128.01942
muP_3,8,1,847974,0.10545716,0.031416073,0.012850693,0.008923883
muP_3,8,10,847974,0.109387845,0.047205146,0.023731459,0.058611702
muP_3,8,100,847974,0.25456557,1.3444448,4.920147,98.507454
muP_3,8,1,501950,0.10129458,0.028536767,0.01272309,0.010014358
muP_3,8,10,501950,0.10277024,0.039638393,0.019205727,0.06620598
muP_3,8,100,501950,0.23669468,1.4885828,6.2273235,124.754845
muP_3,8,1,729293,0.09611969,0.029074144,0.011302872,0.022661708
muP_3,8,10,729293,0.09808439,0.0388779,0.019365817,0.07890026
muP_3,8,100,729293,0.21226123,1.1123654,3.3823142,66.0358
muP_3,8,1,830064,0.08486649,0.023279564,0.012024399,0.020281313
muP_3,8,10,830064,0.08605514,0.033049233,0.018074613,0.03125963
muP_3,8,100,830064,0.19187975,0.94741786,3.2746885,66.30928
muP_3,8,1,433236,0.10326538,0.02984219,0.014209911,0.018376317
muP_3,8,10,433236,0.10586069,0.04154698,0.020941935,0.044966783
muP_3,8,100,433236,0.25593093,1.5635871,6.3059587,124.36682
